rms,peak,crest,kurtosis,std,mean_abs,dominant_freq,dominant_amp,spectral_energy,spectral_centroid,spectral_bandwidth,label
6737.544547264024,11892.0,1.7650347120642182,-1.4478769593256782,2596.6384255575385,6217.0712890625,1,1655154.779688484,3535021169630.999,0.0861255548040779,0.12766406608484995,unbalance_19g
7751.651068771877,10640.0,1.3726108032473312,0.5285954787642213,1727.0135540850017,7556.8193359375,4,651279.3882449638,1563714764935.0,0.10741136373925318,0.1334948664983052,unbalance_19g
6522.112842003588,10595.0,1.6244735803659023,-1.4888412009022078,2556.2596995684985,6000.291015625,1,1477140.7064326596,3425940817037.999,0.10083120370876923,0.13139929858372315,unbalance_19g
7792.010459626558,11177.0,1.4344179923669753,-0.061093421623181765,1328.4945225683477,7677.9248046875,4,704016.8347967507,925313021834.9999,0.07378567096835116,0.11907397154717356,unbalance_19g
7673.05023171349,10069.0,1.312255191342787,-0.4456112585944254,1021.485553890912,7604.7529296875,5,344052.53617986,547059260855.00006,0.07987092302942053,0.12157106356228105,unbalance_19g
8004.208423590758,10912.0,1.3632828410413609,-0.4133845550649462,1318.8791732324357,7894.802734375,4,594573.6481451845,911952328646.0,0.0739045117007926,0.11925092208834145,unbalance_19g
7820.307185375317,10473.0,1.3392057053187705,-0.6875548261184554,1171.9969256717961,7731.9873046875,5,400333.8396012304,720149773947.0,0.0751421901280362,0.11953413996540425,unbalance_19g
7959.759848617058,11223.0,1.409967161502982,-0.16893295046621182,1233.3358311691422,7863.62890625,4,565486.0538671446,797488064614.0001,0.07480423019580919,0.11994133910675678,unbalance_19g
7527.187273736867,9834.0,1.3064641070259857,-0.2855339226296625,998.95660244269,7460.60546875,4,325622.3486389793,523193903781.99994,0.07921978676197665,0.12162824031111265,unbalance_19g
7013.029690263933,9995.0,1.42520428993419,-0.24404653566265377,2466.0543896413424,6565.1474609375,1,1014379.7711365888,3188417564518.9995,0.07485855369040806,0.12084798856814158,unbalance_19g
6921.33003110053,10005.0,1.4455314159335284,-0.39898857134484755,1957.1989921657569,6638.8388671875,2,772290.1641857192,2008332524859.0,0.08998442867190302,0.12696786726683087,unbalance_19g
7582.678951984397,9828.0,1.2961118441428936,-0.7010667752371473,1036.8876757908704,7511.4501953125,3,325810.82678179414,563679824954.9999,0.08153651785893201,0.12364849513864794,unbalance_19g
7592.212703639479,9998.0,1.3168756448574286,-0.9075803805622553,1190.2011089475393,7498.3408203125,2,631257.87326107,742693208839.0,0.07684874524307861,0.11973010512616854,unbalance_19g
6989.871176108595,9873.0,1.4124723834318935,1.2374204384063772,1673.0488051485609,6786.693359375,2,713685.759296202,1467509002412.0,0.08223344990270993,0.12395133682331892,unbalance_19g
